clues,cl_treatmentArm,cl_cov_movi,cl_cov_telcel,cl_cov_moviPct,cl_cov_telcelPct,cl_inst_clCat,cl_ent_clave_clCat,cl_ent_nombre_clCat,cl_jur_clave_clCat,cl_jur_nombre_clCat,cl_mun_clave_clCat,cl_mun_nombre_clCat,cl_loc_clave_clCat,cl_loc_nombre_clCat,cl_clase_nombre_clCat,cl_tipo_nombre_clCat,cl_nombre_clCat,cl_domicilio_clCat,cl_cp_clCat,cl_longitude,cl_latitude,cl_altitude
MCSSA000125,1,0,1,0,1,SSA,15,MÉXICO,1,ATLACOMULCO,1,ACAMBAY DE RUÍZ CASTAÑEDA,46,SAN PEDRO DE LOS METATES,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,SAN PEDRO DE LOS METATES,JUNTO A LA ESCUELA PRIMARIA SAN PEDRO DE LOS METATES    ,50300,-99.85833333,19.89861111,2520
MCSSA000311,3,0,0,,,SSA,15,MÉXICO,3,JILOTEPEC,3,ACULCO,24,SAN LUCAS TOTOLMALOYA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,SAN LUCAS TOTOLMALOYA,FRENTE A IGLESIA    ,50396,-99.89722222,20.16333333,2350
MCSSA000410,0,1,1,,,SSA,15,MÉXICO,5,TOLUCA,5,ALMOLOYA DE JUÁREZ,7,CIENEGUILLAS DE GUADALUPE,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,CIENEGUILLAS,KM. 30 CARRETERA TOLUCA-ZITACUARO    ,50900,-99.85916667,19.40472222,2600
MCSSA000562,2,1,1,1,1,SSA,15,MÉXICO,5,TOLUCA,5,ALMOLOYA DE JUÁREZ,37,BARRIO SAN PEDRO (LA CONCEPCIÓN SAN PEDRO),UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,SAN PEDRO DE LA CONCEPCIÓN,AVENIDA EDUCACION JUNTO A ESCUELA PRIMARIA SIN NÚMERO   ,50900,-99.76527778,19.36388889,2580
MCSSA000591,0,1,1,1,1,SSA,15,MÉXICO,5,TOLUCA,5,ALMOLOYA DE JUÁREZ,41,SANTA JUANA PRIMERA SECCIÓN,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,SANTA JUANA 1A.SECC.,JUNTO A LOS CAMPOS DE FUTBOL    ,50900,-99.74666667,19.38694444,2631
MCSSA000632,1,1,1,1,1,SSA,15,MÉXICO,4,TENANGO DEL VALLE,6,ALMOLOYA DEL RÍO,1,ALMOLOYA DEL RÍO,UNIDAD DE CONSULTA EXTERNA,CENTROS AVANZADOS DE ATENCIÓN PRIMARIA A LA SALUD (CAAPS),CEAPS ALMOLOYA DEL RÍO  LEONARDO BRAVO BICENTENARIO,HERIBERTO ENRIQUEZ SIN NÚMERO 0 CENTRO EL PARQUE Y JOAQUÍN PAGAZA,52540,-99.48861111,19.15861111,2610
MCSSA000685,0,1,1,1,1,SSA,15,MÉXICO,9,VALLE DE BRAVO,7,AMANALCO,11,SAN BARTOLO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,SAN BARTOLO,AL LADO DE LA ESCUELA PRIMARIA    ,51750,-100.0555556,19.24805556,2260
MCSSA000726,3,0,0,0,0.469818175,SSA,15,MÉXICO,7,TEJUPILCO,8,AMATEPEC,1,AMATEPEC,UNIDAD DE CONSULTA EXTERNA,CENTROS AVANZADOS DE ATENCIÓN PRIMARIA A LA SALUD (CAAPS),CEAPS AMATEPEC,IGNACIO ALLENDE CABECERA MUNICIPAL AMATEPEC 2 0 AMATEPEC SIN NOMBRES,51500,-100.1858333,18.68222222,1800
MCSSA000796,3,0,1,0,1,SSA,15,MÉXICO,7,TEJUPILCO,8,AMATEPEC,27,PALMAR CHICO,UNIDAD DE CONSULTA EXTERNA,URBANO DE 06 NÚCLEOS BÁSICOS,PALMAR CHICO,EMILIANO ZAPATA 46 0 PALMAR CHICO SIN NOMBRE ZONA RURAL,51500,-100.3683333,18.69444444,760
MCSSA000883,1,1,1,1,1,SSA,15,MÉXICO,16,AMECAMECA,9,AMECAMECA,1,AMECAMECA DE JUÁREZ,UNIDAD DE CONSULTA EXTERNA,URBANO DE 05 NÚCLEOS BÁSICOS,AMECAMECA,ZARAGOZA NÚMERO 96  BARRIO ATENCO ,56901,-98.76277778,19.12777778,2480
MCSSA000912,0,1,1,1,1,SSA,15,MÉXICO,15,ZUMPANGO,10,APAXCO,1,APAXCO DE OCAMPO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,APAXCO,NULL,55660,-99.17,19.97333333,2190
MCSSA001035,0,1,1,1,1,SSA,15,MÉXICO,10,ATIZAPÁN DE ZARAGOZA,13,ATIZAPÁN DE ZARAGOZA,1,CIUDAD LÓPEZ MATEOS,UNIDAD DE CONSULTA EXTERNA,URBANO DE 04 NÚCLEOS BÁSICOS,LAS COLONIAS,AVENIDA GRANJAS ESQUINA COLONIA SIN NÚMERO 0 LAS COLONIAS AV. GRANJAS E HIDALGO,52952,-99.24694444,19.56111111,2280
MCSSA001040,0,1,1,1,1,SSA,15,MÉXICO,10,ATIZAPÁN DE ZARAGOZA,13,ATIZAPÁN DE ZARAGOZA,1,CIUDAD LÓPEZ MATEOS,UNIDAD DE CONSULTA EXTERNA,URBANO DE 04 NÚCLEOS BÁSICOS,SAN MARTÍN DE PORRES,CERRADA  IGNACIO ZARAGOZA SIN NÚMERO  SAN MARTIN DE PORRES ,52980,-99.24694444,19.56111111,2280
MCSSA001076,0,1,1,1,1,SSA,15,MÉXICO,10,ATIZAPÁN DE ZARAGOZA,13,ATIZAPÁN DE ZARAGOZA,1,CIUDAD LÓPEZ MATEOS,UNIDAD DE CONSULTA EXTERNA,URBANO DE 06 NÚCLEOS BÁSICOS,MARGARITA MAZA DE JUÁREZ,JOSÉFA ORTÍZ DE DOMÍNGUEZ SIN NÚMERO  MARGARITA MAZA DE JUÁREZ ,52926,-99.24694444,19.56111111,2280
MCSSA001093,2,1,1,1,1,SSA,15,MÉXICO,10,ATIZAPÁN DE ZARAGOZA,13,ATIZAPÁN DE ZARAGOZA,1,CIUDAD LÓPEZ MATEOS,UNIDAD DE CONSULTA EXTERNA,URBANO DE 08 NÚCLEOS BÁSICOS,LOMAS DE SAN MIGUEL,MANDARINA ENTRE NOCHE BUENA Y LAUREL SIN NÚMERO  LOMAS DE SAN MIGUEL ,59919,-99.24694444,19.56111111,2280
MCSSA001105,0,1,1,1,1,SSA,15,MÉXICO,10,ATIZAPÁN DE ZARAGOZA,13,ATIZAPÁN DE ZARAGOZA,1,CIUDAD LÓPEZ MATEOS,UNIDAD DE CONSULTA EXTERNA,URBANO DE 09 NÚCLEOS BÁSICOS,HIGUERA,AVENIDA DEL CAMPO SIN NÚMERO 0 PROFESOR CRISTOBAL HIGUERA DEL ROSAL Y MORELOS,54940,-99.24694444,19.56111111,2280
MCSSA001175,1,1,1,1,1,SSA,15,MÉXICO,1,ATLACOMULCO,14,ATLACOMULCO,35,SAN ANTONIO ENCHISI,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,SAN ANTONIO ENCHISI,ENTRADA A CARRETERA LIBRE JUNTO A LA ESCUELA SECUNDARIA    ,50480,-99.81666667,19.75472222,2680
MCSSA001233,0,1,1,1,1,SSA,15,MÉXICO,1,ATLACOMULCO,14,ATLACOMULCO,48,SAN LORENZO TLACOTEPEC,UNIDAD DE CONSULTA EXTERNA,CENTROS AVANZADOS DE ATENCIÓN PRIMARIA A LA SALUD (CAAPS),CEAPS SAN LORENZO TLACOTEPEC,AVENIDA JAVIER LÓPEZ GARCIA SIN NÚMERO   ,50450,-99.91222222,19.8125,2550
MCSSA001320,1,1,1,1,1,SSA,15,MÉXICO,13,TEOTIHUACÁN,16,AXAPUSCO,6,JALTEPEC,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,JALTEPEC,AVENIDA MÉXICO NORTE 212   ,55952,-98.63472222,19.72972222,2490
MCSSA001385,0,1,1,1,1,SSA,15,MÉXICO,4,TENANGO DEL VALLE,18,CALIMAYA,1,CALIMAYA DE DÍAZ GONZÁLEZ,UNIDAD DE CONSULTA EXTERNA,URBANO DE 03 NÚCLEOS BÁSICOS,CALIMAYA SUR,ÁLVARO OBREGON 18 0 CENTRO JOSÉ MARÍA MORELOS Y CALLE SIN NOMBRE,52200,-99.61722222,19.16083333,2690
MCSSA001426,0,1,1,1,1,SSA,15,MÉXICO,4,TENANGO DEL VALLE,18,CALIMAYA,10,ZARAGOZA DE GUADALUPE,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,GUADALUPE ZARAGOZA,EMILIANO ZAPATA JUNTO AL JARDÍN DE NIÑOS SIN NÚMERO 0 CENTRO FRANCISCO Y MADERO Y NICOLÁS BRAVO,52200,-99.64527778,19.14611111,2850
MCSSA001431,0,1,1,1,1,SSA,15,MÉXICO,4,TENANGO DEL VALLE,19,CAPULHUAC,1,CAPULHUAC DE MIRAFUENTES,UNIDAD DE CONSULTA EXTERNA,CENTROS AVANZADOS DE ATENCIÓN PRIMARIA A LA SALUD (CAAPS),CEAPS CAPULHUAC DE MIRAFUENTES,AVENIDA NIÑOS HÉROES SIN NÚMERO 0 CENTRO GENERAL ANAYA Y ARCELIA,52700,-99.46472222,19.19166667,2630
MCSSA001571,3,1,1,0.336535752,1,SSA,15,MÉXICO,8,TENANCINGO,21,COATEPEC HARINAS,30,SAN LUIS (COLONIA HIDALGO),UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,COL. HIDALGO (SAN LUIS),CARRETERA A COATEPEC-IXTPAN DE LA SAL SIN NÚMERO   ,51700,-99.75888889,18.88055556,2020
MCSSA001624,0,1,1,1,1,SSA,15,MÉXICO,11,CUAUTITLÁN,23,COYOTEPEC,1,COYOTEPEC,UNIDAD DE CONSULTA EXTERNA,URBANO DE 02 NÚCLEOS BÁSICOS,COYOTEPEC,AV CONSTITUCIÓN SIN NÚMERO  BARRIO CHAUTONCO ,54780,-99.20555556,19.77555556,2300
MCSSA001670,0,1,1,0.892277002,0.914479971,SSA,15,MÉXICO,11,CUAUTITLÁN,24,CUAUTITLÁN,1,CUAUTITLÁN,UNIDAD DE CONSULTA EXTERNA,URBANO DE 05 NÚCLEOS BÁSICOS,NUEVA SANTA MARÍA CUAUTITLÁN,IGNACIO RAMÍREZ 202  EL HUERTO ,54800,-99.17916667,19.66694444,2250
MCSSA001711,0,1,1,1,1,SSA,15,MÉXICO,16,AMECAMECA,25,CHALCO,5,SAN GREGORIO CUAUTZINGO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,SAN GREGORIO CUAUTZINGO,BENITO JUÁREZ ESQUINA GUERRERO SIN NÚMERO   ,56640,-98.85777778,19.25611111,2240
MCSSA001752,3,1,1,1,1,SSA,15,MÉXICO,16,AMECAMECA,25,CHALCO,14,SAN MARTÍN CUAUTLALPAN,UNIDAD DE CONSULTA EXTERNA,RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS,SAN MARTÍN CUAUTLALPAN,EMILIANO ZAPATA SIN NÚMERO   ,56644,-98.83277778,19.27277778,2280
MCSSA001781,0,1,1,0.974183023,0.974183023,SSA,15,MÉXICO,16,AMECAMECA,25,CHALCO,20,SANTA CATARINA AYOTZINGO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS,SANTA CATARINA AYOTZINGO,EMILIANO ZAPATA 54   ,56623,-98.92944444,19.20916667,2260
MCSSA001793,3,1,1,1,1,SSA,15,MÉXICO,16,AMECAMECA,25,CHALCO,21,SANTA MARÍA HUEXOCULCO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,SANTA MARÍA HUEXOCULCO,BRAVO SIN NÚMERO   ,56640,-98.80361111,19.25527778,2280
MCSSA001805,0,0,0,0.801821351,0.801821351,SSA,15,MÉXICO,3,JILOTEPEC,26,CHAPA DE MOTA,1,CHAPA DE MOTA,UNIDAD DE CONSULTA EXTERNA,CENTROS AVANZADOS DE ATENCIÓN PRIMARIA A LA SALUD (CAAPS),CEAPS CHAPA DE MOTA,AVENIDA HIDALGO SIN NÚMERO  CENTRO ,54350,-99.52694444,19.81444444,2644
MCSSA001851,2,0,1,0,1,SSA,15,MÉXICO,3,JILOTEPEC,26,CHAPA DE MOTA,20,SAN FELIPE COAMANGO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,SAN FELIPE COAMANGO,FRENTE A LA IGLESIA    ,54385,-99.61111111,19.85722222,2662
MCSSA002003,3,1,1,0.947765589,0.947765589,SSA,15,MÉXICO,19,TEXCOCO,29,CHICOLOAPAN,1,CHICOLOAPAN DE JUÁREZ,UNIDAD DE CONSULTA EXTERNA,URBANO DE 07 NÚCLEOS BÁSICOS,SAN VICENTE CHICOLOAPAN,PROLONGACIÓN 2 DE MARZO SIN NÚMERO  SAN VICENTE ,56370,-98.90111111,19.41527778,2250
MCSSA002015,0,1,1,1,1,SSA,15,MÉXICO,19,TEXCOCO,30,CHICONCUAC,1,CHICONCUAC DE JUÁREZ,UNIDAD DE CONSULTA EXTERNA,CENTROS AVANZADOS DE ATENCIÓN PRIMARIA A LA SALUD (CAAPS),CEAPS CHICONCUAC,NIÑOS HÉROES ESQUINA CUAUHTÉMOC SIN NÚMERO  CENTRO ,56270,-98.8925,19.55833333,2250
MCSSA002056,0,1,1,1,1,SSA,15,MÉXICO,19,TEXCOCO,31,CHIMALHUACÁN,1,CHIMALHUACÁN,UNIDAD DE CONSULTA EXTERNA,URBANO DE 12 NÚCLEOS BÁSICOS Y MÁS,BARRIO FUNDIDORES,AVENIDA EJIDO COLECTIVO BARRIO FUNDIDORES   LA LOBA 1A. SECCIÓN ,56330,-98.95416667,19.4375,2400
MCSSA002102,0,1,1,0.946791887,0.946791887,SSA,15,MÉXICO,9,VALLE DE BRAVO,32,DONATO GUERRA,8,SAN AGUSTÍN DE LAS PALMAS (SAN AGUSTÍN),UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,SAN AGUSTÍN LAS PALMAS,AL LADO ESCUELA PRIMARIA LEYES DE REFORMA    ,51030,-100.1491667,19.32305556,2300
MCSSA002143,0,1,1,1,0.199473336,SSA,15,MÉXICO,9,VALLE DE BRAVO,32,DONATO GUERRA,12,SAN JUAN XOCONUSCO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,SAN JUAN XOCONUSCO,A UN COSTADO DE LA CARPINTERIA    ,51050,-100.2572222,19.31194444,2060
MCSSA002172,1,1,1,1,1,SSA,15,MÉXICO,9,VALLE DE BRAVO,32,DONATO GUERRA,18,SANTIAGO HUITLAPALTEPEC,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,SANTIAGO HUITLAPALTEPEC,A UN COSTADO DE LA ESCUELA SECUNDARIA    ,51030,-100.2088889,19.28111111,2160
MCSSA002213,3,1,1,1,1,SSA,15,MÉXICO,17,ECATEPEC,33,ECATEPEC DE MORELOS,1,ECATEPEC DE MORELOS,UNIDAD DE CONSULTA EXTERNA,URBANO DE 01 NÚCLEOS BÁSICOS,TABLA DEL POZO,MANZ.ESQUINA MANDAR. SIN NÚMERO  TABLA ,55520,-99.06,19.60972222,2250
MCSSA002225,0,1,1,1,1,SSA,15,MÉXICO,17,ECATEPEC,33,ECATEPEC DE MORELOS,1,ECATEPEC DE MORELOS,UNIDAD DE CONSULTA EXTERNA,URBANO DE 05 NÚCLEOS BÁSICOS,MIGUEL HIDALGO,INDEPENDENCIA ESQUINA EMILIANO ZAPATA   MIGUEL HIDALGO ,55490,-99.06,19.60972222,2250
MCSSA002230,0,1,1,1,1,SSA,15,MÉXICO,17,ECATEPEC,33,ECATEPEC DE MORELOS,1,ECATEPEC DE MORELOS,UNIDAD DE CONSULTA EXTERNA,URBANO DE 05 NÚCLEOS BÁSICOS,SAN PEDRO XALOSTOC,CERRADA DE TEPIC ESQUINA AVENIDACUAUHTÉMOC SIN NÚMERO   ,55310,-99.06,19.60972222,2250
MCSSA002242,2,1,1,1,1,SSA,15,MÉXICO,17,ECATEPEC,33,ECATEPEC DE MORELOS,1,ECATEPEC DE MORELOS,UNIDAD DE CONSULTA EXTERNA,URBANO DE 06 NÚCLEOS BÁSICOS,CIUDAD CUAUHTÉMOC,CERRADA TLATELOLCO SECCIÓN CUITLAHUAC SIN NÚMERO  CIUDAD CUAHTÉMOC ,55067,-99.06,19.60972222,2250
MCSSA002254,0,1,1,1,1,SSA,15,MÉXICO,17,ECATEPEC,33,ECATEPEC DE MORELOS,1,ECATEPEC DE MORELOS,UNIDAD DE CONSULTA EXTERNA,URBANO DE 06 NÚCLEOS BÁSICOS,CHAMIZAL,NUEVO LEON ESQUINA MIGUEL A.VALDEZ SIN NÚMERO   ,55270,-99.06,19.60972222,2250
MCSSA002266,1,1,1,1,1,SSA,15,MÉXICO,17,ECATEPEC,33,ECATEPEC DE MORELOS,1,ECATEPEC DE MORELOS,UNIDAD DE CONSULTA EXTERNA,URBANO DE 06 NÚCLEOS BÁSICOS,JARDINES DE MORELOS,AVENIDA GENERAL GALEANA Y RÍO LERMA SECCIÓN RIOS    ,55070,-99.06,19.60972222,2250
MCSSA002271,2,1,1,1,1,SSA,15,MÉXICO,17,ECATEPEC,33,ECATEPEC DE MORELOS,1,ECATEPEC DE MORELOS,UNIDAD DE CONSULTA EXTERNA,URBANO DE 07 NÚCLEOS BÁSICOS,JOSÉ MA.MORELOS Y PAVÓN,ANDRÉS QUINTANA ROO ESQUINA JOSÉ MA. M.    ,55018,-99.06,19.60972222,2250
MCSSA002283,1,1,1,1,1,SSA,15,MÉXICO,17,ECATEPEC,33,ECATEPEC DE MORELOS,1,ECATEPEC DE MORELOS,UNIDAD DE CONSULTA EXTERNA,URBANO DE 08 NÚCLEOS BÁSICOS,SANTA CLARA,CERRAD FRANCISCO JAVIER MINA 3  SANTA CLARA COAT. ,55540,-99.06,19.60972222,2250
MCSSA002295,2,1,1,0.985481262,1,SSA,15,MÉXICO,17,ECATEPEC,33,ECATEPEC DE MORELOS,1,ECATEPEC DE MORELOS,UNIDAD DE CONSULTA EXTERNA,URBANO DE 09 NÚCLEOS BÁSICOS,AMPLIACIÓN TULPETLAC,RIO BRAVO ENTRE AVENIDAMÉXICO Y RÍO PAPALOAPAN SIN NÚMERO   ,55400,-99.06,19.60972222,2250
MCSSA002300,0,1,1,0.996164203,1,SSA,15,MÉXICO,17,ECATEPEC,33,ECATEPEC DE MORELOS,1,ECATEPEC DE MORELOS,UNIDAD DE CONSULTA EXTERNA,URBANO DE 10 NÚCLEOS BÁSICOS,EMILIANO ZAPATA,MIGUEL HIDALGO ENTRE IGNACIO COMONFORT Y VENUSTIANO CARRANZA SIN NÚMERO   ,55200,-99.06,19.60972222,2250
MCSSA002312,0,1,1,1,1,SSA,15,MÉXICO,17,ECATEPEC,33,ECATEPEC DE MORELOS,1,ECATEPEC DE MORELOS,UNIDAD DE CONSULTA EXTERNA,URBANO DE 10 NÚCLEOS BÁSICOS,SAN JUAN IXHUATEPEC,VICENTE GUERRERO ESQUINA IGNACIO ZARAGOZA SIN NÚMERO  UNIDAD IXH. ,55540,-99.06,19.60972222,2250
MCSSA002324,0,1,1,1,1,SSA,15,MÉXICO,17,ECATEPEC,33,ECATEPEC DE MORELOS,1,ECATEPEC DE MORELOS,UNIDAD DE CONSULTA EXTERNA,URBANO DE 11 NÚCLEOS BÁSICOS,NUEVA ARAGON,JUAN ALDAMA ESQUINA LÓPEZ MATEOS   NUEVA ARAGÓN ,55260,-99.06,19.60972222,2250
MCSSA002336,2,1,1,1,1,SSA,15,MÉXICO,17,ECATEPEC,33,ECATEPEC DE MORELOS,1,ECATEPEC DE MORELOS,UNIDAD DE CONSULTA EXTERNA,URBANO DE 12 NÚCLEOS BÁSICOS Y MÁS,HANK GONZÁLEZ,EMILIANO ZAPATA ESQUINA PROLOGACIÓN DE ALLENDE SIN NÚMERO   ,55520,-99.06,19.60972222,2250
MCSSA002341,0,1,1,1,1,SSA,15,MÉXICO,17,ECATEPEC,33,ECATEPEC DE MORELOS,1,ECATEPEC DE MORELOS,UNIDAD DE CONSULTA EXTERNA,URBANO DE 12 NÚCLEOS BÁSICOS Y MÁS,HÉROES DE GRANADITAS,VILLA VICTORIA SIN NÚMERO  HÉROES D. G. ,55297,-99.06,19.60972222,2250
MCSSA002353,0,1,1,1,1,SSA,15,MÉXICO,17,ECATEPEC,33,ECATEPEC DE MORELOS,1,ECATEPEC DE MORELOS,UNIDAD DE CONSULTA EXTERNA,URBANO DE 12 NÚCLEOS BÁSICOS Y MÁS,JARDINES DE SAN GABRIEL,CHICOASEN ESQUINA FRANCISCO PÉREZ RIOS SIN NÚMERO  J. SN. G. ,55220,-99.06,19.60972222,2250
MCSSA002365,0,1,1,1,1,SSA,15,MÉXICO,17,ECATEPEC,33,ECATEPEC DE MORELOS,1,ECATEPEC DE MORELOS,UNIDAD DE CONSULTA EXTERNA,URBANO DE 12 NÚCLEOS BÁSICOS Y MÁS,SAN AGUSTÍN,AVENIDA SSANTA RITA Y SUR 90   NUEVO PASEO DE SN ,55130,-99.06,19.60972222,2250
MCSSA002370,0,1,1,0.934204638,0.934204638,SSA,15,MÉXICO,17,ECATEPEC,33,ECATEPEC DE MORELOS,1,ECATEPEC DE MORELOS,UNIDAD DE CONSULTA EXTERNA,URBANO DE 12 NÚCLEOS BÁSICOS Y MÁS,RUÍZ CORTINES,NORTE 3 ESQUINA ORIENTE 3   ADOLFO RUIZ CORTINEZ ,55050,-99.06,19.60972222,2250
MCSSA002382,0,1,1,1,1,SSA,15,MÉXICO,17,ECATEPEC,33,ECATEPEC DE MORELOS,1,ECATEPEC DE MORELOS,UNIDAD DE CONSULTA EXTERNA,URBANO DE 12 NÚCLEOS BÁSICOS Y MÁS,SANTA MARÍA CHICONAUTLA,CERRADA HIDALGO ENTRE AVENIDANACIONAL Y PROG SIN NÚMERO   ,55060,-99.06,19.60972222,2250
MCSSA002423,2,1,1,1,1,SSA,15,MÉXICO,16,AMECAMECA,34,ECATZINGO,3,SAN JUAN TLACOTOMPA (TLACOTOMPA),UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,TLACOTOMPA,AVENIDA HIDALGO SIN NÚMERO   ,56990,-98.79138889,18.94111111,2117
MCSSA002464,1,1,1,1,1,SSA,15,MÉXICO,15,ZUMPANGO,35,HUEHUETOCA,11,SAN MIGUEL JAGÜEYES,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,SAN MIGUEL DE LOS JAGUEYES,PRINCIPAL A UN COSTADO DEL JARDÍN    ,55650,-99.27527778,19.84111111,2350
MCSSA002510,0,1,1,1,1,SSA,15,MÉXICO,15,ZUMPANGO,36,HUEYPOXTLA,9,SANTA MARÍA AJOLOAPAN,UNIDAD DE CONSULTA EXTERNA,RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS,SANTA MARÍA AJOLOAPAN,FRANCISCO I. MADERO SIN NÚMERO 0 SANTA MARÍA AJOLOAPAN 16 DE SEPTIEMBRE Y KINDER,55670,-99.04472222,19.97694444,2350
MCSSA002563,1,1,1,1,1,SSA,15,MÉXICO,6,XONACATLÁN,37,HUIXQUILUCAN,5,DOS RÍOS,UNIDAD DE CONSULTA EXTERNA,RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS,DOS RÍOS,PRIMAVERA ESQUINA AVENIDA SANTA CRUZ AYOTUXCO    ,52790,-99.34444444,19.37277778,2620
MCSSA002575,0,1,1,1,1,SSA,15,MÉXICO,6,XONACATLÁN,37,HUIXQUILUCAN,17,PIEDRA GRANDE,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,PIEDRA GRANDE,FRENTE LA IGLESIA SIN NÚMERO 0 PIEDRA GRANDE AVENIDA PRINCIPAL Y CALLE SIN NOMBRE,52799,-99.38805556,19.35166667,2990
MCSSA002592,2,1,1,1,1,SSA,15,MÉXICO,6,XONACATLÁN,37,HUIXQUILUCAN,23,SAN JUAN YAUTEPEC,UNIDAD DE CONSULTA EXTERNA,RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS,SAN JUAN YAUTEPEC,SOBRE LA LOMA JUNTO AL DIF    ,52768,-99.34027778,19.34805556,2800
MCSSA002616,0,1,1,1,1,SSA,15,MÉXICO,6,XONACATLÁN,37,HUIXQUILUCAN,25,SANTIAGO YANCUITLALPAN,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,SANTIAGO YANCUITLALPAN,AVENIDA MÉXICO SALIDA A CUAJIMALPA SIN NÚMERO 0 SANTIAGO YANCUITLALPAN MÉXICO Y CALLE SIN NOMBRE,52776,-99.30555556,19.38194444,2600
MCSSA002720,1,1,1,1,1,SSA,15,MÉXICO,16,AMECAMECA,39,IXTAPALUCA,4,COATEPEC,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,COATEPEC,AGUSTIN CRUZ ESQUINA LAS FLORES    ,56580,-98.84611111,19.38388889,2400
MCSSA002744,3,1,1,1,1,SSA,15,MÉXICO,16,AMECAMECA,39,IXTAPALUCA,11,RÍO FRÍO DE JUÁREZ,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,RÍO FRÍO DE JUÁREZ,AVENIDA MORELOS 34   ,56580,-98.66972222,19.3525,3000
MCSSA002901,1,1,1,1,1,SSA,15,MÉXICO,2,IXTLAHUACA,42,IXTLAHUACA,7,GUADALUPE CACHI,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,GUADALUPE CACHI,A UN COSTADO DE LA ESCUELA PRIMARIA    ,50740,-99.825,19.60111111,2530
MCSSA002925,3,1,1,1,1,SSA,15,MÉXICO,2,IXTLAHUACA,42,IXTLAHUACA,13,SAN ANDRÉS DEL PEDREGAL,UNIDAD DE CONSULTA EXTERNA,RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS,SAN ANDRÉS DEL PEDREGAL,CARRETERA FEDERAL IXTLAHUACA    ,50770,-99.86972222,19.5825,2573
MCSSA003012,0,1,1,1,1,SSA,15,MÉXICO,2,IXTLAHUACA,42,IXTLAHUACA,30,SAN PEDRO LOS BAÑOS,UNIDAD DE CONSULTA EXTERNA,RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS,SAN PEDRO DE LOS BAÑOS II,FRENTE AL PANTEON Y ESCUELA PRIMARIA    ,50740,-99.83361111,19.66666667,2540
MCSSA003070,3,1,1,1,1,SSA,15,MÉXICO,2,IXTLAHUACA,42,IXTLAHUACA,35,SANTO DOMINGO DE GUZMÁN,UNIDAD DE CONSULTA EXTERNA,RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS,SANTO DOMINGO DE GUZMÁN,A UN COSTADO DE LA ESCUELA SECUNDARIA    ,50740,-99.77972222,19.59305556,2530
MCSSA003111,0,1,1,1,1,SSA,15,MÉXICO,4,TENANGO DEL VALLE,43,XALATLACO,1,XALATLACO,UNIDAD DE CONSULTA EXTERNA,URBANO DE 04 NÚCLEOS BÁSICOS,XALATLACO,NULL,52680,-99.41638889,19.18111111,2700
